Year,Month,District,Ward,Village,Subvillage,Site.name,Waterbody,CorrectedWBName,Date,water.body_Type,Long_dimension..M.,Perp.dimension..M.,Water_level,Season,Time_in,Time_out,Snail_present,livestock_present,Snail_genus_collected,Number_of.Bulinus_collected,Number.of.Infected.snails
2021,July,Sengerema,Kasungamile,Kasungamile,Iseni,Kwa Marco Mabina,Kisima Cha Marco Mabina,Kisima cha Marco Mabina,5-Jul-21,"Pond,permanent",11.4,15.7,Low,Dry,10:50,11:05,"Bulinus,  Pila",None,Bulinus,23,0
2021,July,Sengerema,Kasungamile,Kasungamile,Kasungamile,Kwa Yeya Kiniga,Lambo la Yeya Kiniga,Lambo la Yeya Kiniga,5-Jul-21,"Pond,permanent",25.3,45.3,Normal,Dry,12:20,12:35,"Bulinus, Lymnaeae, Pila","Cow, Feces, Goats.",Bulinus,64,0
2021,July,Sengerema,Kasungamile,Kasungamile,Nyakutoma,Kwa Ing'ombe,Lambo_Kisma Cha Ing'ombe,Lambo/Kisima cha Ing'ombe,5-Jul-21,"Pond,permanent",25,49,Normal,Dry,11:35,11:50,"Bulinus, Lymnaeae",Feces,Bulinus,37,4
2021,July,Magu,Kitongosima,Kigangama,Kigangama A ,Kwa Kawawa,Kisima cha Kawawa,Kisima cha Kawawa,7-Jul-21,"Pond,Permanent",1.8,2.8,Low,Dry,9:00,9:15,None,None,None,0,0
2021,July,Magu,Kitongosima,Kigangama,Nyamilama,Kwa Mashiku Majinga,Kisima cha kwa Masesa,Kisima cha kwa Masesa,7-Jul-21,"Pond,Permanent",5.8,9.5,Low,Dry,10:40,10:55,None,None,None,0,0
2021,July,Magu,Kitongosima,Kigangama,Nyamilama,Kwa Mashiku Majinga,Lambo la Mashiku Majinga,Lambo la Mashiku Majinga,7-Jul-21,"Pond,Temporary",1.2,2.9,Low,Dry,10:20,10:35,None,None,None,0,0
2021,July,Magu,Kitongosima,Kigangama,Mimbi,Kwa Sospeter Wangano,Lambo la Sospeter wangano,Lambo la Sospeter Wangano,7-Jul-21,"Pond,Temporary",6.6,9.6,Low,Dry,9:30,9:45,Bulinus,Feces and sheep,Bulinus,90,0
2021,July,Magu,Kitongosima,Kigangama,Mimbi,Kwa Vicent Lenda,Lambo la Vicent Lenda,Lambo la Vicent Lenda,7-Jul-21,"Pond,Permanent",10.1,17.3,Normal,Dry,9:55,10:10,None,None,None,0,0
2021,July,Kwimba,Lyoma,Kimiza,Mwabayanda,Lambo la kwa mkindiko,Lambo la kwa mkindiko,Lambo la kwa Mkindiko,30-Jul-21,"Pond, temporary",36,62,Normal,Dry,10:20,10:35,Lymneae,Feces,None,0,0
2021,July,Kwimba,Lyoma,Kimiza,kimiza B,Lambo la kwa salida,Lambo la kwa salida,Lambo la kwa Salida,30-Jul-21,"Pond, temporary",37.1,66.8,Normal,Dry,11:19,11:34,Bulinus,Feces,Bulinus,4,0
2021,July,Kwimba,Lyoma,Kimiza,Kimiza A,Lambo la kwa seni,Lambo la kwa seni,Lambo la kwa Seni,30-Jul-21,"Pond, Temporary",14.2,21.7,Low,Dry,11:40,11:55,Bulinus,Feces,Bulinus,18,0
2021,July,Kwimba,Lyoma,Kimiza,Mwanyahinga,Lambo la mwashi,Lambo la mwashi,Lambo la Mwashi,30-Jul-21,"Pond, temporary",18.7,33.6,Normal,Dry,11:00,11:15,None,Feces,None,0,0
2021,July,Kwimba,Lyoma,Kimiza,Kimiza A,Lambo la wakandarasi Kimiza A,Lambo la wakandarasi-Kimiza A,Lambo la Wakandarasi-Kimiza A,30-Jul-21,"Pond, temporary",47.9,78.9,Normal,Dry,12:01,12:16,Bulinus,Feces,Bulinus,32,0
2021,July,Kwimba,Lyoma,Kimiza,Mwanyahinga,Lambo la wakandarasi Mwanyahinga,Lambo la wakandarasi-mwanyahinga,Lambo la Wakandarasi-Mwanyahinga,30-Jul-21,"Pond, temporary",12,22,Low,Dry,10:43,10:58,None,Feces,None,0,0
2021,July,Kwimba,Lyoma,Kimiza,Nyangaka,Lambo/kisima cha kwa peter Mponeja,Lambo/kisima cha kwa peter Mponeja,Lambo/Kisima cha kwa Peter Mponeja,30-Jul-21,"Pond, Temporary",10.8,16.2,Low,Dry,12:27,12:42,None,Feces,None,0,0
2021,July,Magu,Nyigongo,Kinango,Ibambula,Kwa Bulambu,Kisima cha Bulambu,Kisima cha Bulambu,12-Jul-21,"Pond,permanent",14.7,21.3,Normal,Dry,12:30,12:45,Bulinus,Feces,Bulinus,14,0
2021,July,Magu,Nyigongo,Kinango,Isesabudaga,Kwa Masigani,Kisima_lambo kwa Masigani,Kisima/Lambo kwa Masigani,12-Jul-21,"Pond,permanent",22.4,35.8,Normal,Dry,12:05,12:20,"Bulinus,Pila,Biomphalaria and  lymneae",Feces,Bulinus,5,0
2021,July,Magu,Nyigongo,Kinango,Ibambula,Kwa Malendeja,Lambo la Ngumo,Lambo la Ngumo,12-Jul-21,"Pond,permanent",36.6,63.2,Normal,Dry,12:50,13:05,Lymneae,Feces,None,0,0
2021,July,Magu,Buhumbi,Kitongo,Mwabalatulu A,Kwa Lugondigija Malaba,Kisima Hang'ongwa,Kisima Hang'ongwa,13-Jul-21,"Pond,Temporary",3.8,6.8,Low,Dry,13:55,14:10,None,None,None,0,0
2021,July,Magu,Buhumbi,Kitongo,Mwabatemi,kwa Luhya Kihinu,Lambo la Luhya Kihinu,Lambo la Luhya Kihinu,13-Jul-21,"Pond,Temporary",13.4,24.8,Low,Dry,14:20,14:35,Bulinus,None,Bulinus,4,1
2021,July,Magu,Buhumbi,Kitongo,Mwabalatulu A,kwa Lugandigija Malaba,Lambo la Mwabalatulu,Lambo la Mwabalatulu,13-Jul-21,"Pond,Temporary",28.4,44.4,Normal,Dry,13:25,13:40,Lymnaea,None,None,0,0
2021,June,Misungwi ,Kolomije,Kolomije,kolomije B,Hesawa mkuyuni,kisima cha Bustani Hesawa,Kisima cha Bustani Hesawa,19-Jun-21,"Pond,Temporary",11,16.1,Normal,Dry,8:45,9:00,Bulinus and Lymneae,"Sheep,cow, feces,goat",Bulinus,54,0
2021,June,Misungwi ,Kolomije,Kolomije,Mwashesha,Kwa Mathias mlambalaji,kisima cha Huya,Kisima cha Huya,19-Jun-21,"Pond,Permanent",7,13.1,Normal,Dry,9:40,9:55,Bulinus and Pila,None,Bulinus,4,0
2021,June,Misungwi ,Kolomije,Kolomije,kolomije A,Kanisa la AIC-kolomije,kisima cha kanisa la AIC,Kisima cha Kanisa la AIC,19-Jun-21,"Pond, temporary",6,11.4,Normal,Dry,9:05,9:20,Bulinus and Pila,None,Bulinus,46,0
2021,June,Misungwi ,Kolomije,Kolomije,Ilungu,kwa Faustin Mseyi,kisima cha Ng'wangolo,Kisima cha Ng'wangolo,19-Jun-21,Pond' Permanent,7,13.6,Normal,Dry,9:28,9:33,Bulinus,None,Bulinus,35,0
2021,June,Misungwi ,Kolomije,Kolomije,Ikilikili,kwa Nzumbi mayeka,kisima cha Ng'wanzumbi,Kisima cha Ng'wanzumbi,19-Jun-21,"Pond,Permanent",13.3,26.3,Normal,Dry,10:25,10:40,None,"Cow,Feces",Bulinus,0,0
2021,June,Misungwi ,Kolomije,Kolomije,Mwashesha,Kwa Mathias mlambalaji,kisima cha Ng'washesha Mchangani,Kisima cha Ng'washesha Mchangani,19-Jun-21,"Pond,Permanent",9.3,15.6,Low,Dry,10:04,10:19,Bulinus,None,Bulinus,1,0
2021,June,Misungwi ,Kolomije,Kolomije,Ikilikili,kwa kaselya,kisima/lambo kwa kaselya,Kisima/Lambo kwa Kaselya,19-Jun-21,"Pond,Temporary",13.2,20.2,Normal,Dry,11:10,11:25,None,None,None,0,0
2021,July,Magu,Kitongosima,Lugeye,Hinda,Shamba la Mjiyantemi  Luhongola,Kisima cha Mjiyantemi Luhongola,Kisima cha Majiyantemi Luhongola,7-Jul-21,"Pond,Temporary",5.7,7.8,Low,Dry,11:30,11:45,Bulinus,None,Bulinus,74,0
2021,July,Magu,Kitongosima,Lugeye,Ngashe,Shamba la James,Lambo la James,Lambo la James,7-Jul-21,"Pond,Temporary",49,58,Low,Dry,12:30,12:45,None,Feces,None,0,0
2021,July,Magu,Kitongosima,Lugeye,Nyamilama,Kwa Mganga Marasta,Lambo la Mganga Marasta,Lambo la Mganga Marasta,7-Jul-21,"Pond,Temporary",2.1,3.6,Low,Dry,11:10,11:25,None,Feces and cow,None,0,0
2021,July,Magu,Kitongosima,Lugeye,Mbuga B,Kwa Mzee Kanyelema Nkulumo,Lambo la Mzee Kanyelema Nkululo,Lambo la Mzee Kanyelema Nkululo,7-Jul-21,"Pond,Permanents",_,_,Dry,Dry,_,_,None,Feces,None,0,0
2021,July,Magu,Kitongosima,Lugeye,Ngashe,Eneo la Ngunzo za Umeme,Lambo la Ngashe,Lambo la Ngashe,7-Jul-21,"Pond,Permanents",_,_,Dry,Dry,_,_,None,None,None,0,0
2021,July,Magu,Kitongosima,Lugeye,Mbuga A,Eneo la Sali Mlimani,Lambo la Sali Mlimani,Lambo la Sali Mlimani,7-Jul-21,"Pond,Temporary",_,_,Dry,Dry,_,_,None,Feces,None,0,0
2021,July,Busega,Igalukilo,Lunala,Mwabagikulu,Kwa Eliza Musa,Kisima cha Hamisi,Kisima cha Hamisi,21-Jul-21,"Pond,Permanent",10.5,16.5,Normal,Dry,11:50,12:05,None,None,None,0,0
2021,July,Busega,Igalukilo,Lunala,Mwabayanda,Shamba la Daniel Mussa,Lambo/Mto wa Makuyuda Mwabayanda,Lambo/Mto wa Makuyuda Mwabayanda,21-Jul-21,"River,Permanent",72.1,80,Low,Dry,12:37,12:52,"Bulinus, Biomphalaria,Lymneae","cow,Feces, Dogs.",Bulinus,112,9
2021,July,Busega,Igalukilo,Lunala,Mwasubuya,Shamba la Andrea Sumuni,Mto Lunala,Mto Lunala,21-Jul-21,"River,Permanent",70,73.5,Low,Dry,13:17,13:32,"Bulinus, Biomphalaria,Lymneae","Feces,cow",Bulinus,10,7
2021,July,Busega,Igalukilo,Lunala,Isamilo,Eneo Lucas Lugata,Mto wa Makuyuda Isamilo,Mto wa Makuyuda Isamilo,21-Jul-21,"River,Temporary",36,41.7,Low,Dry,10:46,10:55,"Bulinus, Biomphalaria","Cow,,Feces.",Bulinus,89,0
2021,July,Busega,Igalukilo,Lunala,Mwabagikulu,Eneo la Mzee Zephania Telemala,Mto wa Makuyuda Mwabagikulu,Mto wa Makuyuda Mwabagikulu,21-Jul-21,"Pond,Permanent",30,34,Low,Dry,12:10,12:25,"Bulinus, Biomphalaria","Feces,cow",Bulinus,90,12
2021,June,Misungwi ,Mondo,Maganzo,Maganzo,Kwa Luhalamla,Kisima Cha kwa Luhalamla,Kisima cha kwa Luhalamla,28-Jun-21,"Pond,Permanent",20,32,Normal,Dry,11:14,11:29,Bulinus,Feces,Bulinus,45,0
2021,June,Misungwi ,Mondo,Maganzo,Maganzo,Kwa Mganga Marasta,Kisima cha Mganga,Kisima cha Mganga,28-Jun-21,"Pond,Temporary",8,15.3,Normal,Dry,10:15,10:30,"Bulinus, Pila.",Dogs,Bulinus,62,0
2021,June,Misungwi ,Mondo,Maganzo,Maganzo,Kwa Solleya Ng'wanzilwa,Kisima cha Suleya,Kisima cha Suleya,28-Jun-21,"Pond,Temporary",3.2,5.4,Normal,Dry,11:45,12:00,None,None,None,0,0
2021,June,Misungwi ,Mondo,Maganzo,Maganzo,Kwa Kusekwa Ngunda,Kisima cha Suswa,Kisima cha Suswa,28-Jun-21,"Pond,Temporary",6.3,11.8,Normal,Dry,12:17,12:32,"Bulinus, Pila.",Feces,Bulinus,3,0
2021,June,Misungwi ,Mondo,Maganzo,See,kwa Lugonda Mkono,Lambo la Ilinde kwa Lugonda ,Lambo la Ilinde kwa Lugonda ,28-Jun-21,"Pond,Permanent",31.7,49.7,Normal,Dry,10:42,10:57,"Bulinus, Pila.",None,Bulinus,31,0
2021,July,Magu,Shishani,Mahaha,Madukani A,Kisima cha kwa Sokoni,Kisima cha kwa Sokoni,Kisima cha kwa Sogoni,16-Jul-21,"Pond,Temporary",_,_,Dry,Dry,_,_,None,Feces,None,0,0
2021,July,Magu,Shishani,Mahaha,Shilushi,Kisima cha Mwakalogi,Kisima cha Mwakalogi,Kisima cha Mwakalogi,16-Jul-21,"Pond,Temporary",_,_,Dry,Dry,_,_,None,Feces,None,0,0
2021,July,Magu,Shishani,Mahaha,Mapagala C,Kisima cha Mwamalongo,Kisima cha Mwamalongo,Kisima cha Mwamalongo,16-Jul-21,"Pond,Permanent",53,76,Normal,Dry,15:05,15:20,"Bulinus, Lymneae","Cow,Sheep,Feces, Dogs, Goat.",Bulinus,50,0
2021,July,Magu,Shishani,Mahaha,Mapagala A,Kisima cha Mwashilabi,Kisima cha Mwashilabi,Kisima cha Mwashilabi,16-Jul-21,"Pond,Temporary",_,_,Dry,Dry,_,_,None,None,None,0,0
2021,July,Magu,Shishani,Mahaha,Shalushi,Lambo la kwa Sahani,Lambo la kwa Sahani,Lambo la kwa Shahani,16-Jul-21,"Pond,Temporary",17,27,Low,Dry,14:15,14:30,Bulinus,Feces,Bulinus,68,0
2021,July,Magu,Shishani,Mahaha,Madukani A,Lambo la Mwabudala,Lambo la Mwabudala,Lambo la Mwabudala,16-Jul-21,"Pond,Temporary",_,_,Dry,Dry,_,_,None,Feces,None,0,0
2021,July,Magu,Shishani,Mahaha,Mapagala A,Lambo la Shule ,Lambo la Shule,Lambo la Shule,16-Jul-21,"Pond,Temporary",_,_,Dry,Dry,_,_,None,Feces,None,0,0
2021,July,Magu,Shishani,Mahaha,Madukani B,Lambo la Shule ya Msingi,Lambo la Shule ya Msingi,Lambo la Shule ya Msingi,16-Jul-21,"Pond,Temporary",_,_,Dry,Dry,_,_,None,Feces,None,0,0
2021,August,Kwimba,Ng'wanghalanga,Mahiga ,Maguha,Bwawa la Umwagiliaji,Bwawa la Umwagiliaji,Bwawa la Umwagiliaji,1-Aug-21,"Dam, Permanent",2298,3598,Normal,Dry,11:19,11:34,Melanoides,"cow,sheep,Feces & goat",None,0,0
2021,August,Kwimba,Ng'wanghalanga,Mahiga ,Maguha,Lambo la  Maguha kwa Kasimu Mbushi,Lambo la Maguha kwa Kasimu Mbushi,Lambo la Maguha kwa Kasimu Mbushi,1-Aug-21,"Pond, Permanent",15,25,Normal,Dry,12:01,12:16,Bulinus,Feces,Bulinus,132,0
2021,August,Kwimba,Ng'wanghalanga,Mahiga ,Chamalendi,Lambo la Chamalendi,Lambo la Chamalendi,Lambo la Chamalendi,1-Aug-21,"Pond, Permanent",2,3.6,Low,Dry,12:23,12:38,None,"Cow,sheep,Feces &goat",None,0,0
2021,August,Kwimba,Ng'wanghalanga,Mahiga ,Mahiga,Lambo la kwa Robert Msalaba,Lambo la kwa Robert Msalaba,Lambo la kwa Robert Msalaba,1-Aug-21,"Pond, Temporary",23,44,Low,Dry,10:32,10:47,Bulinus,Feces,Bulinus,61,0
2021,August,Kwimba,Ng'wanghalanga,Mahiga ,Maguha,Lambo la Maguha kwa Nkubamange,Lambo la Maguha kwa Nkubamange,Lambo la Maguha kwa Nkubamange,1-Aug-21,"Pond, Permanent",41,64,Normal,Dry,10:59,11:14,None,Feces,None,0,0
2021,August,Kwimba,Ng'wanghalanga,Mahiga ,Mwamagangati,Lambo la maliganya Machiya,Lambo la maliganya Machiya,Lambo la Maliganya Machiya,1-Aug-21,"Pond, Temporary",23.8,36.3,Normal,Dry,10:12,10:27,None,Feces,None,0,0
2021,July,Busega,Igalukilo,Malangale,Mwamiswa,Kwa Maduhu,Kisima cha Kandalasi,Kisima cha Kandalasi,27-Jul-21,"Pond,Temporary",8,15.5,Low,Dry,10:00,10:15,None,None,None,0,0
2021,July,Busega,Igalukilo,Malangale,Mwamiswa,Kwa Razaro,Kisima cha Mwamatudi,Kisima cha Mwamatudi,27-Jul-21,"Pond,Permanent",13,21.3,Normal,Dry,10:30,10:45,Bulinus,None,Bulinus,16,0
2021,July,Busega,Igalukilo,Malangale,Buchela,Kwa Someke,Kisima cha Mwandwike,Kisima cha Mwandwike,27-Jul-21,"Pond,Permanent",20,35,Normal,Dry,11:02,11:17,Bulinus,None,Bulinus,1,0
2021,July,Busega,Malili,Malili,Majimoto,Kwa Mwamasebu,Kisima cha Mwamasebu,Kisima cha Mwamasebu,26-Jul-21,"Pond,Temporary",8,12.2,Low,Dry,14:20,14:35,Bulinus,Feces,Bulinus,18,0
2021,July,Busega,Malili,Malili,Buchela,Kwa Salamba,Kisima cha Ng'wasalamba,Kisima cha Ng'wasalamba,26-Jul-21,"Pond,Temporary",12.5,19.2,Low,Dry,15:35,15:50,Bulinus,Feces,Bulinus,35,0
2021,July,Busega,Malili,Malili,Buchela,Nyabazanagi,Kisima cha Nyabazanagi,Kisima cha Nyabazanagi,26-Jul-21,"Pond,Permanents",8.2,16.2,Low,Dry,15:15,15:30,"Bulinus, Biomphalaria",None,Bulinus,42,0
2021,July,Busega,Malili,Malili,Chinamili,Kwa Joseph Bucheyeki,Lambo la Joseph Bucheyeki,Lambo la Joseph Bucheyeki,26-Jul-21,"Pond,Temporary",_,_,Dry,Dry,_,_,None,None,None,0,0
2021,July,Busega,Malili,Malili,Malili,Lambo la Kibanio,Lambo la Kibanio,Lambo la Kibanio,26-Jul-21,"Pond,Temporary",_,_,Dry,Dry,_,_,None,None,None,0,0
2021,July,Busega,Malili,Malili,Chinamili,Lambo la Mbugani,Lambo la Mbugani,Lambo la Mbugani,26-Jul-21,"Pond,Temporary",_,_,Dry,Dry,_,_,None,Feces,None,0,0
2021,July,Busega,Badugu,Manala,Igwata,Kisima cha Ibengo,Kisima cha Ibengo,Kisima cha Ibengo,17-Jul-21,"Pond,Temporary",32.8,49.8,Normal,Dry,12:38,12:53,Bulinus,Dogs,Bulinus,61,0
2021,July,Busega,Badugu,Manala,Igwata,Kisima cha Nyunjiwa,Kisima cha Nyunjiwa,Kisima cha Nyunjiwa,17-Jul-21,"Pond,Temporary",16,27,Normal,Dry,13:30,13:45,Bulinus,None,Bulinus,17,0
2021,July,Busega,Badugu,Manala,Igwata,Lambo la Bukelebe,Lambo la Bukelebe,Lambo la Bukelebe,17-Jul-21,"Pond,Temporary",_,_,Dry,Dry,_,_,None,None,None,0,0
2021,July,Busega,Badugu,Manala,Wela,Lambo la kwa Asha Kabengwe,Lambo la kwa Asha Kabengwe,Lambo la kwa Asha Kabengwe,17-Jul-21,"Pond,Permanent",41,83,Normal,Dry,15:00,15:15,None,Sheep and Feces,None,0,0
2021,July,Busega,Badugu,Manala,Nyabudito,Lambo la Madaraka,Lambo la Madaraka,Lambo la Madaraka,17-Jul-21,"Pond,Temporary",22.5,34,Normal,Dry,12:05,12:20,Bulinus,Feces,Bulinus,24,0
2021,July,Busega,Badugu,Manala,Nyakaduku,Lambo La Mwanagolola,Lambo la Mwanagolola,Lambo la Mwanagolola,17-Jul-21,"Pond,Temporary",_,_,Dry,Dry,_,_,None,"Sheep,Feces and sheep",None,0,0
2021,July,Busega,Badugu,Manala,Mwawanga,Lambo la Nyamatembe,Lambo la Nyamatembe,Lambo la Nyamatembe,17-Jul-21,"Pond,Permanent",43.6,71.4,Normal,Dry,14:05,14:20,"Bulinus, Biomphalaria",Cow and feces,Bulinus,6,0
2021,June,Misungwi ,Igokelo,Mbela,Mbela D,Kwa Hehela,Kisima cha Hehela,Kisima cha Hehela,16-Jun-21,"Pond, Temporary",10,13,Normal,Dry,13:56,14:26,Bulinus,None,Bulinus,11,0
2021,June,Misungwi ,Igokelo,Mbela,Mbela D,Kwa Kasekele,Kisima cha Kasekele,Kisima cha Kasekele,16-Jun-21,"Pond, Temporary",9,12,Normal,Dry,15:00,15:15,"Bulinus, Lymneae",None,Bulinus,2,0
2021,June,Misungwi ,Igokelo,Mbela,Mbela Secondary,Kwa Mapuli Mbela,Kisima cha Mapuli,Kisima cha Mapuli,16-Jun-21,"Pond, Permanent",10,16,Normal,Dry,13:02,13:17,None,None,None,0,0
2021,June,Misungwi ,Igokelo,Mbela,Mbela C,Kwa John Mahugoja,Kisima/lambo John Mahugija ,Kisima/Lambo John Mahugija ,16-Jun-21,"Pond, Permanent",35,58,Normal,Dry,12:40,12:55,"Bulinus, Lymneae.","Cow, Feces.",Bulinus,40,4
2021,June,Misungwi ,Igokelo,Mbela,Misri,Kwa Azizi Salum,Lambo la Azizi Salum,Lambo la Azizi Salum,16-Jun-21,"Pond, Permanent",23.6,35.6,Normal,Dry,13:58,14:13,None,None,None,0,0
2021,June,Misungwi ,Igokelo,Mbela,Mbela Secondary,Kwa Dalali,Lambo la Dalali,Lambo la Dalali,16-Jun-21,"Pond, Temporary",10,15.8,Normal,Dry,13:21,13:36,Bulinus,None,Bulinus,32,0
2021,June,Misungwi ,Igokelo,Mbela,Mbela B,Kwa Mama Neema,Lambo la Kwa Mama Neema,Lambo la kwa Mama Neema,16-Jun-21,"Pond, Temporary",25,17,Normal,Dry,14:40,14:55,"Bulinus, pila",feces,Bulinus,24,0
2021,June,Misungwi ,Igokelo,Mbela,Misri,Kwa Zakim,Lambo la Zakim,Lambo la Zakim,16-Jun-21,"Pond, Temporary",19,31.4,Normal,Dry,14:15,14:30,Bulinus,"Cow, Feces. ",Bulinus,5,0
2021,July,Busega,Mkula,Mkula,Masanganya A,Lambo  la Wachina ,Lambo la Wachina ,Lambo la Wachina,20-Jul-21,"Pomd, permanent",147,170,Normal,Dry,13:15,13:30,Bulinus,"cow, Feces, sheep, Goat",Bulinus,59,2
2021,July,Busega,Mkula,Mkula,Mwangimu,Kwa Mwangimu,Lambo la Mwangimu,Lambo la Mwangimu,20-Jul-21,"Pomd, permanent",53,88,Normal,Dry,12:53,13:08,Bulinus,Feces,Bulinus,41,1
2021,July,Kishapu,Songwa,Mpumbula,Itegamatu,Lambo la kwa Lucas Emmanuel,Lambo la kwa Lucas Emmanuel,Lambo la kwa Lucas Emmanuel,28-Jul-21,"Pond, temporary",6,9,Low,Dry,14:51,15:06,None,Feces,None,0,0
2021,July,Kishapu,Songwa,Mpumbula,Ibindo,Lambo la kwa njile jifungo site 1,Lambo la kwa njile jifungo site 1,Lambo la kwa Njile Jifungo Site 1,28-Jul-21,"Pond, temporary",2.7,4.3,Low,Dry,14:10,14:25,Bulinus,Feces,Bulinus,96,0
2021,July,Kishapu,Songwa,Mpumbula,Ibindo,Lambo la kwa njile jifungo site 2,Lambo la kwa njile jifungo site 2,Lambo la kwa Njile Jifungo Site 2,28-Jul-21,"Pond, temporary",4.9,10,Low,Dry,14:29,14:44,None,Feces,None,0,0
2021,July,Kishapu,Songwa,Mpumbula,Imalabupina,Lambo la madilo sahani,Lambo la madilo sahani,Lambo la Madilo Sahani,28-Jul-21,"Pond, temporary",12,22,Low,Dry,13:42,13:57,Bulinus,Feces,Bulinus,132,0
2021,July,Sengerema,Buyagu,Mulaga,Mbeya,Kwa Kubilu Maliganya,Lambo la Kubilu Maliganya,Lambo la Kubilu Maliganya,3-Jul-21,"Pond,Temporary",13.7,27,Normal,Dry,12:44,12:59,Bulinus and Pila,Feces,Bulinus,1,0
2021,July,Kwimba,Maligisu,Mwabaratulu,Sagenge,Lambo la Igolola,Lambo la Igolola,Lambo la Igolola,31-Jul-21,"Pond, temporary",5.4,10.8,Low,Dry,10:57,11:12,None,Feces,None,0,0
2021,July,Kwimba,Maligisu,Mwabaratulu,Mwazimba,Lambo la kwa Ngeni,Lambo la kwa Ngeni,Lambo la kwa Ngeni,31-Jul-21,"Pond, temporary",17,33,Low,Dry,12:05,12:20,None,"Cow,Feces, Dogs.",None,0,0
2021,July,Kwimba,Maligisu,Mwabaratulu,Mwabadimi,Lambo la kwa Nyanda,Lambo la kwa Nyanda,Lambo la kwa Nyanda,31-Jul-21,"Pond, temporary",_,_,Dry,Dry,_,_,None,None,None,0,0
2021,July,Kwimba,Maligisu,Mwabaratulu,Igulya,Lambo la machibula,Lambo la machibula,Lambo la Machibula,31-Jul-21,"Pond, temporary",10.9,19.6,Low,Dry,9:51,10:06,None,Feces,None,0,0
2021,July,Kwimba,Maligisu,Mwabaratulu,Igwata,Lambo la makologa,Lambo la makologa,Lambo la Makologa,31-Jul-21,"Pond, temporary",_,_,Dry,Dry,_,_,None,Feces,None,0,0
2021,July,Kwimba,Maligisu,Mwabaratulu,Igulya,Lambo la malulu,Lambo la malulu,Lambo la Malulu,31-Jul-21,"Pond, temporary",_,_,Dry,Dry,_,_,None,None,None,0,0
2021,July,Kwimba,Maligisu,Mwabaratulu,Sagenge,Lambo la Nkono gwantemi,Lambo la Nkono gwantemi,Lambo la Nkono Gwantemi,31-Jul-21,"Pond, temporary",20.9,40.9,Normal,Dry,10:30,10:45,Bulinus ,"Cow,Sheep,Feces, goat",Bulinus,13,0
2021,June,Misungwi ,Ukirigulu,Mwagala ,Mwagala,Kwa Maguga,Kisima cha Mwagala kwa Magunga Site 2,Kisima cha Mwagala kwa Magunga Site 2,28-Jun-21,"Pond,Permanent",4.4,22.1,Normal,Dry,15:52,16:13,"Bulinus, Pila.",Feces,Bulinus,8,0
2021,June,Misungwi ,Kanyelele,Mwakalima,Ng'wasumbuya,Kwa Juma Lunyilija,Kisima cha Juma,Kisima cha Juma,14-Jun-21,"Pond, Permanent",6,11,Normal,Dry,10:30,10:45,Bulinus,None,Bulinus,9,0
2021,June,Misungwi ,Kanyelele,Mwakalima,Ng'oma,kwa Kihamba kilyabujigi,Kisima cha kihamba,Kisima cha Kihamba,14-Jun-21,"Pond, Temporary",13.7,24.8,Normal,Dry,11:20,11:35,Lymneae,Feces,None,0,0
2021,June,Misungwi ,Kanyelele,Mwakalima,Sumbuka B,Kwa Lushona Kuli,Kisima cha Kuli,Kisima cha Kuli,14-Jun-21,"Pond, Permanent",7.5,13.1,Normal,Dry,15:05,15:20,Pila,None,None,0,0
2021,June,Misungwi ,Kanyelele,Mwakalima,Ng'wakalima,Kwa Daniel,Kisima cha kwa Daniel,Kisima cha kwa Daniel,14-Jun-21,"Pond, Temporary",12,19,Normal,Dry,14:05,14:20,Bulinus,Feces,Bulinus,1,0
2021,June,Misungwi ,Kanyelele,Mwakalima,Nyang'homango,Kwa maganga,Kisima cha kwa Maganga,Kisima cha kwa Maganga,14-Jun-21,"Pond, Temporary",11,18,Normal,Dry,16:05,16:20,Pila,None,None,0,0
2021,June,Misungwi ,Kanyelele,Mwakalima,Ng'wasumbuya,Kwa Juma Shilangila,Kisima cha Luvogo,Kisima cha Luvogo,14-Jun-21,"Pond, Permanent",8,15.3,Normal,Dry,9:50,10:05,"Bulinus, Pila",None,Bulinus,4,0
2021,June,Misungwi ,Kanyelele,Mwakalima,Sumbuka A,Kwa Hoja Lalila,Kisima cha Magigo,Kisima cha Magigo,14-Jun-21,"Pond, Temporary",10.6,15.4,Normal,Dry,12:53,13:08,"Bulinus,Lymneae",None,Bulinus,1,0
2021,June,Misungwi ,Kanyelele,Mwakalima,Sumbuka A,Kisima cha Ng'waya,Kisima cha Ng'waya,Kisima cha Ng'waya,14-Jun-21,"Pond, Permanent",11,18.2,Normal,Dry,12:20,12:35,"Bulinus,Lymneae and Biomphalaria",None,Bulinus,1,0
2021,June,Misungwi ,Kanyelele,Mwakalima,Malla,Kwa Nyasato,Kisimani kwa Nyasato,Kisimani kwa Nyasato,14-Jun-21,"Pond, Temporary",11,20.5,Normal,Dry,15:25,15:40,Bulinus,None,Bulinus,31,0
2021,June,Misungwi ,Kanyelele,Mwakalima,Malla,Kwa Mathias Gatuba,Lambo la Gatuba,Lambo la Gatuba,14-Jun-21,"Pond, Temporary",25.1,44,Normal,Dry,15:45,16:00,None,Feces,None,0,0
